Dataset;ContrAvs;HVAvs;GDAvs;ContrAvc;HVAvc;GDAvc;ContrAvsc;HVAvsc;GDAvsc;ContrAs;HVAs;GDAs;ContrAc;HVAc;GDAc;ContrAsc;HVAsc;GDAsc;ContrRandom;HVRandom;GDRandom
3;0;0.4792;0.0068;0.3368;0.5051;0.0045;0.1708;0.5051;0.0014;0.1313;0.5094;0.0013;0.1941;0.5092;0.001;0.1668;0.5089;0.001;0;0.1858;0.0191
3;0.1718;0.519;0.0015;0.1718;0.5018;0.0048;0.2853;0.5184;0.0012;0.1097;0.5174;0.002;0.0847;0.5173;0.0009;0.1763;0.5184;0.0009;0;0.1847;0.0185
4;0.0114;0.5657;0.0055;0.0655;0.5453;0.0075;0.3152;0.582;0.0025;0.0145;0.5738;0.0039;0.334;0.5846;0.0024;0.2591;0.5838;0.0024;0;0.2841;0.0171
4;0.0491;0.5833;0.0036;0.0834;0.574;0.0061;0.3153;0.5873;0.0023;0.025;0.5807;0.0037;0.2356;0.5864;0.0023;0.2912;0.5869;0.0023;0;0.2727;0.0174
4;0.0279;0.5758;0.0041;0.1021;0.5774;0.0064;0.3034;0.5804;0.0025;0.0144;0.5743;0.0039;0.2784;0.5828;0.0023;0.2736;0.5831;0.0024;0;0.2813;0.0169
4;0.0366;0.5817;0.0048;0;0.456;0.0091;0.3716;0.5872;0.0024;0.0417;0.5829;0.0036;0.2718;0.5867;0.0023;0.278;0.5872;0.0023;0;0.2801;0.0168
4;0.0485;0.5783;0.0035;0.0654;0.564;0.0063;0.2808;0.5806;0.0024;0.0242;0.571;0.004;0.3178;0.582;0.0023;0.2629;0.582;0.0024;0;0.2871;0.0168
4;0.0241;0.5727;0.0047;0.0714;0.5707;0.0066;0.3209;0.5867;0.0023;0.014;0.5765;0.0041;0.2786;0.5863;0.0023;0.2907;0.5876;0.0023;0;0.2852;0.0167
4;0.0348;0.5774;0.0038;0.1125;0.5778;0.006;0.3326;0.584;0.0024;0.0478;0.5798;0.0036;0.2639;0.5843;0.0024;0.2081;0.5835;0.0023;0;0.2698;0.0179
4;0.0166;0.578;0.0046;0.1083;0.5839;0.0064;0.3052;0.5873;0.0024;0.0041;0.5733;0.0044;0.3072;0.5884;0.0023;0.2583;0.5883;0.0023;0;0.2846;0.0173
4;0.0406;0.58;0.0039;0.1124;0.5805;0.0062;0.2712;0.5846;0.0025;0.0122;0.5748;0.0044;0.2438;0.5858;0.0024;0.3194;0.5866;0.0024;0;0.2889;0.017
4;0.052;0.5787;0.0041;0.11;0.5803;0.006;0.2976;0.5839;0.0025;0.0196;0.5772;0.0037;0.2691;0.5857;0.0024;0.2514;0.5843;0.0024;0;0.2905;0.0174
4;0.0106;0.5753;0.0043;0.0916;0.5626;0.0074;0.3056;0.5859;0.0024;0.0347;0.5807;0.0036;0.2902;0.5856;0.0024;0.2671;0.5859;0.0024;0;0.2761;0.0169
4;0.019;0.5765;0.0042;0.093;0.5789;0.0071;0.3;0.5862;0.0024;0.022;0.5695;0.0044;0.288;0.5872;0.0024;0.278;0.5871;0.0023;0;0.2791;0.0166
4;0.0058;0.5733;0.0041;0.1218;0.583;0.0048;0.3157;0.5837;0.0025;0.036;0.5792;0.0037;0.2612;0.5843;0.0024;0.2592;0.5848;0.0023;0;0.278;0.0176
4;0.025;0.5786;0.004;0.138;0.5841;0.0066;0.327;0.5866;0.0024;0.023;0.5794;0.0037;0.19;0.5867;0.0023;0.297;0.5873;0.0023;0;0.2862;0.0172
4;0.0203;0.5725;0.005;0.116;0.5793;0.0066;0.3289;0.5873;0.0024;0.0132;0.5691;0.005;0.2484;0.5866;0.0023;0.2729;0.5859;0.0024;0;0.2922;0.0191
4;0.0159;0.5757;0.0041;0.0877;0.5658;0.0078;0.2552;0.5835;0.0025;0.0348;0.5782;0.0039;0.2991;0.5851;0.0023;0.307;0.5859;0.0023;0;0.2818;0.0173
4;0.0124;0.5757;0.0044;0.0982;0.5781;0.0074;0.3474;0.5839;0.0024;0.0382;0.5805;0.0038;0.2719;0.5863;0.0024;0.2316;0.5862;0.0023;0;0.284;0.0165
4;0.0218;0.5723;0.0039;0.0479;0.5497;0.0074;0.3354;0.5819;0.0026;0.0364;0.5781;0.0037;0.2354;0.5828;0.0024;0.3229;0.5839;0.0023;0;0.2779;0.0173
4;0.0113;0.5752;0.0039;0.0964;0.577;0.0056;0.3055;0.5839;0.0025;0.0463;0.5773;0.0036;0.2866;0.5843;0.0023;0.2535;0.5839;0.0024;0;0.2718;0.0169
4;0.0058;0.5739;0.0045;0.0993;0.5718;0.0072;0.2745;0.5829;0.0025;0.0603;0.5796;0.0034;0.2833;0.5838;0.0024;0.2765;0.5838;0.0024;0;0.2866;0.017
4;0.0591;0.5802;0.0037;0.0902;0.5749;0.0066;0.3191;0.5836;0.0024;0.0155;0.5766;0.0038;0.2531;0.5843;0.0024;0.2628;0.585;0.0024;0;0.2866;0.0167
4;0.0155;0.5705;0.0043;0.0093;0.555;0.007;0.3792;0.5866;0.0024;0.0103;0.5741;0.0042;0.2756;0.5868;0.0023;0.3098;0.5867;0.0023;0;0.2797;0.0165
4;0.0184;0.568;0.0051;0.1032;0.5735;0.0068;0.2866;0.5824;0.0025;0.0175;0.5739;0.0038;0.2912;0.5831;0.0024;0.2829;0.5839;0.0023;0;0.2785;0.018
4;0.007;0.5764;0.0052;0.1133;0.5814;0.0078;0.3189;0.5876;0.0024;0.005;0.5747;0.0046;0.2948;0.5873;0.0024;0.2607;0.5875;0.0024;0;0.283;0.0169
4;0.0175;0.5724;0.0053;0.1052;0.5817;0.0077;0.3148;0.5868;0.0024;0.0224;0.5782;0.0039;0.2699;0.5863;0.0024;0.2699;0.5873;0.0023;0;0.2885;0.0172
4;0.027;0.5731;0.0054;0.073;0.5763;0.0077;0.3213;0.5843;0.0024;0.025;0.5735;0.0042;0.2992;0.5853;0.0024;0.2542;0.5839;0.0025;0;0.2747;0.0184
4;0.0671;0.5806;0.0036;0.1593;0.5852;0.0067;0.2635;0.5844;0.0025;0.036;0.582;0.0035;0.2144;0.5845;0.0024;0.2595;0.5858;0.0024;0;0.2837;0.0174
4;0.0132;0.5712;0.005;0.0213;0.5663;0.0074;0.3038;0.5844;0.0024;0.003;0.5742;0.004;0.3343;0.5862;0.0023;0.3241;0.5856;0.0023;0;0.2822;0.0172
4;0.0325;0.5753;0.0043;0.1341;0.5834;0.0059;0.2781;0.5851;0.0024;0.0187;0.5806;0.0037;0.2406;0.586;0.0023;0.2958;0.5873;0.0023;0;0.2954;0.0173
4;0.0148;0.5707;0.0043;0.1136;0.5804;0.0053;0.2875;0.5828;0.0024;0.0622;0.5788;0.0037;0.244;0.583;0.0024;0.2776;0.5839;0.0024;0;0.2894;0.0172
5;0.088;0.539;0.0003;0.1819;0.5143;0.0405;0.2205;0.5398;0.0002;0.0604;0.5377;0.0002;0.1695;0.5398;0.0003;0.2794;0.5399;0.0001;0;0;0.5419
5;0.1617;0.5393;0.0002;0;0.4693;0.0124;0.1971;0.5394;0.0002;0.0978;0.5389;0.0002;0.2439;0.5399;0.0002;0.2992;0.5398;0.0001;0;0;0.5364
5;0.131;0.538;0.0002;0;0;0.3758;0.2471;0.5402;0.0002;0.1133;0.5394;0.0002;0.2358;0.5403;0.0002;0.2726;0.5403;0.0001;0;0;0.9604
5;0.1041;0.5376;0.0002;0.1357;0.4918;0.0208;0.1994;0.5399;0.0003;0.0493;0.5389;0.0002;0.1754;0.5399;0.0002;0.3358;0.5402;0.0001;0;0;0.5763
5;0.0311;0.5386;0.0002;0.1743;0.4992;0.0155;0.1537;0.5394;0.0003;0.0878;0.5362;0.0002;0.2062;0.54;0.0003;0.3465;0.5403;0.0001;0;0;0.565
5;0.108;0.5396;0.0002;0.188;0.5153;0.0552;0.145;0.5395;0.0002;0.0318;0.5385;0.0002;0.2168;0.5401;0.0003;0.3101;0.5403;0.0001;0;0;0.5937
5;0.1304;0.5396;0.0002;0;0;0.3684;0.1695;0.5396;0.0003;0.0981;0.5393;0.0001;0.2491;0.5401;0.0002;0.3527;0.5405;0.0001;0;0;0.567
5;0.1458;0.5396;0.0001;0.1415;0.4867;0.0281;0.2008;0.5399;0.0002;0.05;0.5388;0.0002;0.1937;0.54;0.0002;0.268;0.5402;0.0001;0;0;0.6951
5;0.1464;0.5393;0.0002;0;0;0.3002;0.216;0.5396;0.0003;0.117;0.539;0.0002;0.2519;0.5399;0.0002;0.2684;0.5399;0.0001;0;0;0.5273
5;0.1316;0.5394;0.0003;0.1741;0.4938;0.0424;0.1525;0.5398;0.0002;0.0937;0.5394;0.0002;0.2061;0.5401;0.0002;0.2418;0.54;0.0001;0;0;0.6225
5;0.1054;0.5393;0.0002;0.1654;0.5;0.0243;0.1864;0.5399;0.0002;0.0592;0.5392;0.0002;0.2138;0.54;0.0003;0.2695;0.5402;0.0001;0;0;0.6102
5;0.1317;0.5392;0.0003;0.2223;0.5166;0.0332;0.1395;0.539;0.0003;0.0743;0.5388;0.0003;0.1728;0.5396;0.0002;0.2592;0.54;0.0001;0;0;0.5525
5;0.0886;0.5391;0.0002;0;0.4055;0.0421;0.2456;0.5398;0.0002;0.1102;0.5394;0.0001;0.2327;0.5401;0.0002;0.3227;0.5402;0.0001;0;0;0.6528
5;0.1539;0.5393;0.0002;0;0.4554;0.0132;0.2648;0.5396;0.0003;0.0715;0.539;0.0002;0.209;0.5399;0.0002;0.3006;0.5401;0.0001;0;0;0.5314
5;0.1144;0.5392;0.0003;0;0.46;0.0365;0.2586;0.5398;0.0003;0.1003;0.5375;0.0002;0.2049;0.5398;0.0002;0.3215;0.5401;0.0001;0;0;0.6521
5;0.0252;0.5389;0.0003;0.211;0.5196;0.0228;0.1651;0.5398;0.0003;0.1383;0.5373;0.0002;0.1957;0.5403;0.0001;0.2645;0.5403;0.0001;0;0;0.5703
5;0.125;0.5397;0.0001;0.1648;0.5159;0.0194;0.1777;0.5398;0.0003;0.0925;0.5387;0.0002;0.177;0.54;0.0002;0.2628;0.5402;0.0001;0;0;0.5515
5;0.0861;0.5388;0.0002;0.1253;0.4697;0.0371;0.1978;0.5393;0.0003;0.0083;0.5318;0.0002;0.2175;0.5396;0.0003;0.3648;0.5399;0.0001;0;0;0.6212
5;0.0882;0.5389;0.0002;0;0.4662;0.0343;0.2847;0.5404;0.0002;0.0851;0.5396;0.0002;0.2478;0.5405;0.0002;0.2939;0.5405;0.0001;0;0;0.6045
5;0.0882;0.5391;0.0002;0.1365;0.4932;0.0402;0.2219;0.5397;0.0003;0.1365;0.5384;0.0002;0.1883;0.5396;0.0003;0.2282;0.5396;0.0001;0;0;0.594
5;0.1013;0.5387;0.0003;0;0.2611;0.0401;0.2012;0.5393;0.0003;0.1091;0.539;0.0002;0.236;0.5396;0.0003;0.3522;0.5398;0.0001;0;0;0.5415
5;0.1469;0.5396;0.0003;0.127;0.4685;0.0088;0.1813;0.5396;0.0002;0.103;0.5393;0.0002;0.1888;0.5398;0.0002;0.2527;0.5402;0.0001;0;0;0.5499
5;0.0426;0.539;0.0002;0.2052;0.5299;0.0273;0.1953;0.5399;0.0003;0.0866;0.5393;0.0002;0.1811;0.54;0.0002;0.289;0.5402;0.0001;0;0;0.5054
5;0.1048;0.5392;0.0002;0;0;0.3113;0.2275;0.5398;0.0003;0.0624;0.5389;0.0003;0.2203;0.5403;0.0001;0.3847;0.5406;0.0001;0;0;0.5952
5;0.0891;0.5389;0.0002;0.2083;0.4877;0.0339;0.1807;0.5397;0.0003;0.0315;0.5385;0.0002;0.2083;0.54;0.0002;0.2817;0.5401;0.0001;0;0;0.564
5;0.1576;0.5395;0.0002;0.1226;0.4681;0.0382;0.2383;0.5399;0.0003;0.003;0.5369;0.0002;0.2079;0.5399;0.0002;0.2703;0.5401;0.0001;0;0;0.7138
5;0.1226;0.5393;0.0002;0;0;0.3889;0.2307;0.5396;0.0002;0.0667;0.5335;0.0002;0.2416;0.5399;0.0003;0.3381;0.5402;0.0001;0;0;0.5627
5;0.0757;0.5389;0.0002;0;0;0.3837;0.2321;0.5396;0.0002;0.1365;0.5386;0.0002;0.2278;0.5398;0.0002;0.3276;0.54;0.0001;0;0;0.6239
5;0.0819;0.5388;0.0002;0.034;0.5018;0.0212;0.2828;0.5399;0.0002;0.0761;0.5391;0.0002;0.2189;0.54;0.0003;0.306;0.54;0.0001;0;0;0.646
5;0.0991;0.5395;0.0002;0.1296;0.5079;0.0183;0.2302;0.54;0.0002;0.0499;0.539;0.0003;0.1879;0.5401;0.0003;0.303;0.5403;0.0001;0;0;0.5565
6;0.146;0.5394;0;0.1591;0.5357;0.0001;0.1876;0.5396;0;0.1582;0.5393;0;0.1644;0.5396;0;0.1845;0.5396;0;0;0.4253;0.0072
6;0.1667;0.5397;0;0.1756;0.5383;0.0001;0.1772;0.5399;0;0.1469;0.5397;0;0.1672;0.5399;0;0.1661;0.54;0;0;0.4291;0.0069
6;0.1542;0.5394;0;0.1551;0.5373;0.0002;0.2076;0.5403;0;0.1664;0.5397;0;0.1593;0.5402;0;0.1571;0.5402;0;0;0.4276;0.0066
6;0.16;0.5392;0;0.1659;0.5357;0.0003;0.2;0.5392;0;0.1539;0.5393;0;0.1567;0.5393;0;0.1634;0.5393;0;0;0.432;0.0068
6;0.1992;0.5392;0;0;0.4903;0.0029;0.2342;0.5391;0;0.1753;0.5391;0;0.1852;0.5393;0;0.2059;0.5394;0;0;0.4331;0.007
6;0.1507;0.5395;0;0.1535;0.5351;0.0002;0.2054;0.5398;0;0.1544;0.539;0;0.1661;0.5398;0;0.1697;0.5398;0;0;0.4289;0.0074
6;0.1536;0.5393;0;0.187;0.538;0.0002;0.1735;0.5396;0;0.1591;0.5389;0;0.1588;0.5397;0;0.1677;0.5397;0;0;0.4266;0.0074
6;0.1732;0.5395;0;0.1833;0.5372;0.0001;0.1788;0.5394;0;0.1376;0.5393;0;0.1665;0.5395;0;0.1603;0.5394;0;0;0.4303;0.007
6;0.1584;0.5399;0;0.1595;0.5374;0.0002;0.2068;0.5401;0;0.1551;0.54;0;0.1557;0.54;0;0.1642;0.54;0;0;0.4283;0.0071
6;0.1795;0.5393;0;0.1503;0.5367;0.0002;0.2066;0.5393;0;0.1374;0.5394;0;0.1545;0.5396;0;0.1713;0.5397;0;0;0.4413;0.0074
6;0.1512;0.5402;0;0.1496;0.5387;0.0001;0.2019;0.5404;0;0.1602;0.5403;0;0.1676;0.5404;0;0.1692;0.5404;0;0;0.4273;0.0068
6;0.1613;0.5382;0.0001;0.1783;0.5374;0.0002;0.1716;0.5393;0;0.1538;0.5388;0;0.1685;0.5395;0;0.1663;0.5395;0;0;0.4285;0.0073
6;0.158;0.539;0.0001;0.1911;0.5373;0.0004;0.1858;0.5398;0;0.1425;0.5396;0;0.1708;0.5398;0;0.1515;0.5397;0;0;0.4327;0.007
6;0.1504;0.5393;0;0.1588;0.5362;0.0002;0.2115;0.5395;0;0.151;0.5391;0;0.1712;0.5395;0;0.1568;0.5394;0;0;0.4315;0.0072
6;0.1534;0.5401;0;0.1724;0.5376;0.0002;0.1926;0.5403;0;0.1434;0.5401;0;0.1778;0.5403;0;0.1601;0.5402;0;0;0.4282;0.0069
6;0.1549;0.5393;0;0.1721;0.5388;0.0001;0.1791;0.5398;0;0.1446;0.5399;0;0.1749;0.5401;0;0.1741;0.54;0;0;0.4316;0.0077
6;0.1454;0.5398;0;0.1583;0.5393;0;0.2088;0.54;0;0.1558;0.5397;0;0.1703;0.5401;0;0.1611;0.5401;0;0;0.4273;0.0065
6;0.1489;0.5395;0;0.1758;0.5365;0.0002;0.1956;0.5397;0;0.1472;0.5368;0;0.1633;0.5397;0;0.1689;0.5397;0;0;0.4309;0.0069
6;0.1695;0.5391;0;0.1508;0.5344;0.0002;0.1692;0.5394;0;0.1816;0.5397;0;0.1664;0.5396;0;0.1621;0.5396;0;0;0.4324;0.0064
6;0.1617;0.5397;0;0.1421;0.5359;0.0002;0.212;0.5398;0;0.16;0.5395;0;0.1586;0.5397;0;0.1653;0.5397;0;0;0.4297;0.0075
6;0.1638;0.5391;0;0.1503;0.5383;0.0001;0.1914;0.54;0;0.15;0.54;0;0.1779;0.54;0;0.1663;0.54;0;0;0.4327;0.0067
6;0.161;0.539;0;0.1641;0.5381;0.0002;0.1857;0.5392;0;0.1644;0.5388;0;0.1704;0.5393;0;0.1541;0.5392;0;0;0.4299;0.0066
6;0.1688;0.5386;0.0001;0.1548;0.5356;0.0002;0.2013;0.5392;0;0.1449;0.5393;0;0.1537;0.5393;0;0.1762;0.5394;0;0;0.4309;0.0075
6;0.1608;0.539;0;0.163;0.5366;0.0002;0.2015;0.5393;0;0.158;0.539;0;0.1586;0.5392;0;0.1578;0.5392;0;0;0.432;0.007
6;0.1654;0.5398;0;0.157;0.5377;0.0002;0.1787;0.5396;0;0.1612;0.5395;0;0.1775;0.5399;0;0.1598;0.5398;0;0;0.4332;0.0071
6;0.1974;0.5395;0;0;0.4884;0.0033;0.2293;0.5395;0;0.1844;0.5393;0;0.1884;0.5396;0;0.2002;0.5396;0;0;0.4324;0.0072
6;0.1655;0.539;0;0.1856;0.538;0.0001;0.1736;0.5394;0;0.1599;0.5393;0;0.151;0.5395;0;0.1641;0.5396;0;0;0.4289;0.0072
6;0.1533;0.539;0;0.2018;0.5378;0.0004;0.17;0.54;0;0.1467;0.5398;0;0.1703;0.5401;0;0.1577;0.54;0;0;0.4271;0.0068
6;0.1796;0.5397;0;0.1654;0.5361;0.0001;0.1872;0.5394;0;0.1331;0.5394;0;0.1637;0.5397;0;0.1708;0.5397;0;0;0.4287;0.0074
6;0.1615;0.5401;0;0.1858;0.538;0.0003;0.1809;0.5402;0;0.1517;0.54;0;0.1615;0.5402;0;0.1582;0.5401;0.0001;0;0.428;0.0069
7;0.1975;0.525;0.0034;0.0626;0.523;0.0073;0.0313;0.5248;0.0071;0.4;0.5251;0.0038;0.1614;0.5278;0.0069;0.1469;0.5286;0.0065;0;0.3702;0.0165
7;0.1587;0.5283;0.0043;0.0158;0.5247;0.0072;0.0385;0.5276;0.0071;0.229;0.5266;0.0044;0.4195;0.5388;0.0058;0.1383;0.5336;0.0063;0;0.3716;0.0139
7;0.1322;0.5188;0.0049;0.0168;0.5232;0.0071;0.0312;0.5226;0.0074;0.1947;0.5138;0.0042;0.298;0.5306;0.007;0.3269;0.5319;0.0069;0;0.3733;0.0149
7;0.2033;0.5283;0.0039;0.0217;0.5261;0.007;0.0363;0.5274;0.0072;0.1501;0.5232;0.0042;0.3292;0.5359;0.0065;0.259;0.5348;0.0069;0;0.3676;0.0165
7;0.1428;0.5219;0.0046;0.1157;0.5317;0.0072;0.032;0.5269;0.0074;0.2536;0.526;0.0033;0.2044;0.5333;0.0063;0.2512;0.5345;0.0064;0;0.3739;0.015
7;0.2454;0.5237;0.0049;0.0103;0.5231;0.007;0.0155;0.5221;0.0071;0.2248;0.5215;0.0049;0.3049;0.5312;0.0064;0.1989;0.5295;0.0059;0;0.3692;0.0159
7;0.1103;0.5211;0.0044;0.0091;0.5186;0.0074;0.1632;0.5286;0.0071;0.1931;0.5185;0.0036;0.2942;0.5309;0.0069;0.2298;0.53;0.0066;0;0.3653;0.0178
7;0.1092;0.5219;0.005;0.0166;0.5231;0.007;0.0071;0.5225;0.007;0.3824;0.5205;0.0035;0.2185;0.5323;0.0062;0.266;0.5336;0.0065;0;0.3815;0.0159
7;0.3399;0.5299;0.004;0.0248;0.53;0.0074;0.0322;0.529;0.0074;0.1017;0.52;0.004;0.2158;0.5349;0.0058;0.2853;0.5371;0.0067;0;0.3736;0.0178
7;0.071;0.5207;0.0046;0.0545;0.5254;0.0072;0.0284;0.5222;0.0076;0.3483;0.5201;0.0044;0.154;0.5297;0.0061;0.3436;0.5326;0.0064;0;0.3789;0.019
7;0.2703;0.5206;0.0051;0.0239;0.5206;0.0075;0.2081;0.5276;0.0071;0.1052;0.5147;0.0041;0.2535;0.5281;0.0065;0.1387;0.5248;0.0071;0;0.3669;0.0148
7;0.2658;0.5185;0.0051;0.0094;0.5226;0.0071;0.0164;0.5224;0.0073;0.2541;0.5247;0.0041;0.2494;0.5345;0.006;0.2047;0.5326;0.0069;0;0.3673;0.0168
7;0.2028;0.5242;0.0036;0;0.52;0.0076;0.0047;0.5198;0.0073;0.2382;0.511;0.0044;0.3726;0.5336;0.0064;0.1816;0.5313;0.0062;0;0.3721;0.0153
7;0.0307;0.5225;0.004;0.0128;0.5238;0.0071;0.0538;0.529;0.0067;0.3256;0.5264;0.0041;0.2153;0.5352;0.007;0.3615;0.5366;0.0067;0;0.3719;0.0156
7;0.0793;0.5215;0.0046;0.012;0.525;0.007;0.0144;0.5237;0.0075;0.2812;0.5206;0.0046;0.3293;0.5348;0.0066;0.2836;0.5346;0.0068;0;0.3653;0.0178
7;0.1466;0.5187;0.0043;0;0.5173;0.0067;0.0366;0.5203;0.0074;0.0855;0.5197;0.0048;0.3105;0.529;0.0066;0.4205;0.5307;0.0071;0;0.3734;0.0144
7;0.1132;0.5272;0.0045;0.0216;0.5257;0.0071;0.0265;0.5255;0.0074;0.3084;0.5246;0.0039;0.2722;0.5337;0.0065;0.2578;0.5338;0.0065;0;0.3723;0.0171
7;0.1415;0.5231;0.004;0.0089;0.5193;0.0073;0.0404;0.5266;0.0066;0.1393;0.5204;0.0044;0.2988;0.5318;0.0067;0.3707;0.5336;0.0058;0;0.3661;0.0145
7;0.1736;0.5224;0.0041;0.0109;0.5292;0.0072;0.345;0.5413;0.0064;0.0923;0.5274;0.0045;0.2175;0.5383;0.007;0.1604;0.5372;0.0062;0;0.3679;0.0172
7;0.2376;0.5219;0.0045;0.0094;0.5241;0.007;0.0117;0.5268;0.0066;0.287;0.5179;0.0057;0.2352;0.5345;0.0066;0.2188;0.5344;0.0061;0;0.3843;0.017
7;0.2451;0.5276;0.0043;0.0216;0.5298;0.0072;0.0072;0.5265;0.0073;0.0721;0.5234;0.0045;0.3389;0.5384;0.0068;0.3149;0.5385;0.0061;0;0.3721;0.0144
7;0.2312;0.5268;0.0035;0.0136;0.5211;0.0062;0.0181;0.5248;0.0075;0.2721;0.5283;0.0044;0.229;0.5345;0.0065;0.2358;0.5354;0.0063;0;0.3709;0.0136
7;0.2063;0.5254;0.0051;0.0169;0.5227;0.0073;0.0218;0.5235;0.0072;0.2427;0.5259;0.0035;0.2839;0.534;0.0066;0.2281;0.5334;0.006;0;0.3756;0.0157
7;0.23;0.5209;0.004;0.0328;0.5236;0.0073;0.0305;0.5234;0.0073;0.291;0.5238;0.0046;0.23;0.5312;0.0066;0.1854;0.5309;0.0066;0;0.3668;0.0149
7;0.19;0.5249;0.0032;0.0325;0.5229;0.007;0.0175;0.5208;0.0074;0.2025;0.5196;0.0047;0.3075;0.5319;0.0068;0.25;0.5307;0.0065;0;0.3639;0.014
7;0.1915;0.5238;0.004;0.0023;0.5216;0.0074;0.0023;0.5231;0.0073;0.1635;0.5253;0.005;0.2733;0.5327;0.0063;0.3668;0.5354;0.0064;0;0.364;0.0158
7;0.0642;0.5315;0.004;0;0.438;0.012;0.05;0.5303;0.0073;0.4142;0.5331;0.0044;0.3142;0.5399;0.0069;0.1571;0.5372;0.0061;0;0.3744;0.0157
7;0.2085;0.5269;0.0039;0.01;0.5193;0.0073;0.0125;0.5221;0.007;0.1884;0.523;0.0044;0.2412;0.5309;0.0065;0.3391;0.5321;0.0063;0;0.361;0.0168
7;0.2014;0.5229;0.0038;0.0191;0.5219;0.0071;0.0071;0.5221;0.0073;0.3189;0.5277;0.0032;0.2302;0.5322;0.0067;0.223;0.5326;0.0068;0;0.3722;0.0162
7;0.1344;0.5174;0.0035;0.0709;0.5229;0.006;0.0171;0.5188;0.0068;0.1613;0.5169;0.0044;0.3398;0.5293;0.0067;0.2762;0.5293;0.0069;0;0.3689;0.0146